Lanczos4_0.6,1,2,4,8,16,32
160x90,0.686,0.907,1.826,3.603,7.211,14.314
160x100,0.503,0.986,1.991,3.954,7.89,15.722
160x120,0.594,1.172,2.351,4.686,9.349,18.71
320x180,1.713,3.393,6.571,13.111,26.185,52.366
320x200,1.827,3.75,7.271,14.502,28.988,57.983
320x240,2.161,4.324,8.669,17.293,34.623,69.189
480x270,2.691,5.209,10.277,20.676,40.776,80.85
480x300,2.846,5.593,10.982,21.932,43.522,87.097
480x360,2.891,5.659,11.228,20.295,37.517,75.638
640x360,2.519,5.02,12.975,26.207,51.966,103.698
640x400,3.762,7.123,14.43,28.88,57.646,115.468
640x480,3.438,6.867,13.755,27.449,55.12,110.217
800x450,4.25,8.252,16.574,33.228,66.263,132.628
800x500,3.95,7.707,15.448,30.642,61.446,123.124
800x600,4.086,8.165,16.266,32.443,65.126,127.757
1024x576,6.419,12.463,25.004,49.936,99.255,198.526
1024x640,6.793,13.074,27.29,53.447,107.648,213.691
1024x768,7.687,14.936,29.655,59.209,118.939,236.392
1280x720,7.956,15.607,30.855,61.967,123.338,248.206
1280x800,8.475,15.73,31.141,61.781,123.639,250.603
1280x960,11.294,22.054,43.258,87.518,173.601,347.47
1440x900,11.68,22.68,45.193,90.27,179.276,359.494
1440x1080,12.124,23.167,46.377,93.226,185.956,371.486
1920x1080,16.761,31.606,62.537,125.242,251.312,499.35
